    0.30000E+01    0.11728E+00
    0.29850E+01    0.11771E+00
    0.29700E+01    0.11815E+00
    0.29550E+01    0.11859E+00
    0.29400E+01    0.11903E+00
    0.29250E+01    0.11948E+00
    0.29100E+01    0.11993E+00
    0.28950E+01    0.12038E+00
    0.28800E+01    0.12084E+00
    0.28650E+01    0.12129E+00
    0.28500E+01    0.12176E+00
    0.28350E+01    0.12222E+00
    0.28200E+01    0.12269E+00
    0.28050E+01    0.12317E+00
    0.27900E+01    0.12364E+00
    0.27750E+01    0.12412E+00
    0.27600E+01    0.12461E+00
    0.27450E+01    0.12509E+00
    0.27300E+01    0.12559E+00
    0.27150E+01    0.12608E+00
    0.27000E+01    0.12658E+00
    0.26850E+01    0.12708E+00
    0.26700E+01    0.12759E+00
    0.26550E+01    0.12810E+00
    0.26400E+01    0.12862E+00
    0.26250E+01    0.12914E+00
    0.26100E+01    0.12966E+00
    0.25950E+01    0.13019E+00
    0.25800E+01    0.13072E+00
    0.25650E+01    0.13125E+00
    0.25500E+01    0.13179E+00
    0.25350E+01    0.13234E+00
    0.25200E+01    0.13289E+00
    0.25050E+01    0.13344E+00
    0.24900E+01    0.13400E+00
    0.24750E+01    0.13456E+00
    0.24600E+01    0.13513E+00
    0.24450E+01    0.13570E+00
    0.24300E+01    0.13627E+00
    0.24150E+01    0.13686E+00
    0.24000E+01    0.13744E+00
    0.23850E+01    0.13803E+00
    0.23700E+01    0.13863E+00
    0.23550E+01    0.13923E+00
    0.23400E+01    0.13983E+00
    0.23250E+01    0.14045E+00
    0.23100E+01    0.14106E+00
    0.22950E+01    0.14168E+00
    0.22800E+01    0.14231E+00
    0.22650E+01    0.14294E+00
    0.22500E+01    0.14358E+00
    0.22350E+01    0.14422E+00
    0.22200E+01    0.14487E+00
    0.22050E+01    0.14553E+00
    0.21900E+01    0.14619E+00
    0.21750E+01    0.14685E+00
    0.21600E+01    0.14752E+00
    0.21450E+01    0.14820E+00
    0.21300E+01    0.14889E+00
    0.21150E+01    0.14957E+00
    0.21000E+01    0.15027E+00
    0.20850E+01    0.15097E+00
    0.20700E+01    0.15168E+00
    0.20550E+01    0.15240E+00
    0.20400E+01    0.15312E+00
    0.20250E+01    0.15385E+00
    0.20100E+01    0.15458E+00
    0.19950E+01    0.15532E+00
    0.19800E+01    0.15607E+00
    0.19650E+01    0.15683E+00
    0.19500E+01    0.15759E+00
    0.19350E+01    0.15836E+00
    0.19200E+01    0.15914E+00
    0.19050E+01    0.15992E+00
    0.18900E+01    0.16071E+00
    0.18750E+01    0.16151E+00
    0.18600E+01    0.16232E+00
    0.18450E+01    0.16313E+00
    0.18300E+01    0.16396E+00
    0.18150E+01    0.16479E+00
    0.18000E+01    0.16562E+00
    0.17850E+01    0.16647E+00
    0.17700E+01    0.16732E+00
    0.17550E+01    0.16819E+00
    0.17400E+01    0.16906E+00
    0.17250E+01    0.16994E+00
    0.17100E+01    0.17083E+00
    0.16950E+01    0.17173E+00
    0.16800E+01    0.17263E+00
    0.16650E+01    0.17355E+00
    0.16500E+01    0.17447E+00
    0.16350E+01    0.17541E+00
    0.16200E+01    0.17635E+00
    0.16050E+01    0.17730E+00
    0.15900E+01    0.17826E+00
    0.15750E+01    0.17924E+00
    0.15600E+01    0.18022E+00
    0.15450E+01    0.18121E+00
    0.15300E+01    0.18222E+00
    0.15150E+01    0.18323E+00
    0.15000E+01    0.18425E+00
    0.14850E+01    0.18529E+00
    0.14700E+01    0.18633E+00
    0.14550E+01    0.18739E+00
    0.14400E+01    0.18846E+00
    0.14250E+01    0.18954E+00
    0.14100E+01    0.19063E+00
    0.13950E+01    0.19173E+00
    0.13800E+01    0.19284E+00
    0.13650E+01    0.19397E+00
    0.13500E+01    0.19511E+00
    0.13350E+01    0.19626E+00
    0.13200E+01    0.19742E+00
    0.13050E+01    0.19859E+00
    0.12900E+01    0.19978E+00
    0.12750E+01    0.20098E+00
    0.12600E+01    0.20220E+00
    0.12450E+01    0.20343E+00
    0.12300E+01    0.20467E+00
    0.12150E+01    0.20592E+00
    0.12000E+01    0.20719E+00
    0.11850E+01    0.20847E+00
    0.11700E+01    0.20977E+00
    0.11550E+01    0.21108E+00
    0.11400E+01    0.21241E+00
    0.11250E+01    0.21375E+00
    0.11100E+01    0.21511E+00
    0.10950E+01    0.21648E+00
    0.10800E+01    0.21787E+00
    0.10650E+01    0.21927E+00
    0.10500E+01    0.22069E+00
    0.10350E+01    0.22213E+00
    0.10200E+01    0.22358E+00
    0.10050E+01    0.22505E+00
    0.99000E+00    0.22654E+00
    0.97500E+00    0.22804E+00
    0.96000E+00    0.22956E+00
    0.94500E+00    0.23110E+00
    0.93000E+00    0.23265E+00
    0.91500E+00    0.23423E+00
    0.90000E+00    0.23582E+00
    0.88500E+00    0.23743E+00
    0.87000E+00    0.23906E+00
    0.85500E+00    0.24071E+00
    0.84000E+00    0.24238E+00
    0.82500E+00    0.24406E+00
    0.81000E+00    0.24577E+00
    0.79500E+00    0.24750E+00
    0.78000E+00    0.24925E+00
    0.76500E+00    0.25101E+00
    0.75000E+00    0.25280E+00
    0.73500E+00    0.25461E+00
    0.72000E+00    0.25644E+00
    0.70500E+00    0.25829E+00
    0.69000E+00    0.26017E+00
    0.67500E+00    0.26206E+00
    0.66000E+00    0.26398E+00
    0.64500E+00    0.26592E+00
    0.63000E+00    0.26788E+00
    0.61500E+00    0.26986E+00
    0.60000E+00    0.27187E+00
    0.58500E+00    0.27390E+00
    0.57000E+00    0.27596E+00
    0.55500E+00    0.27803E+00
    0.54000E+00    0.28014E+00
    0.52500E+00    0.28226E+00
    0.51000E+00    0.28441E+00
    0.49500E+00    0.28658E+00
    0.48000E+00    0.28878E+00
    0.46500E+00    0.29100E+00
    0.45000E+00    0.29325E+00
    0.43500E+00    0.29552E+00
    0.42000E+00    0.29781E+00
    0.40500E+00    0.30013E+00
    0.39000E+00    0.30248E+00
    0.37500E+00    0.30485E+00
    0.36000E+00    0.30725E+00
    0.34500E+00    0.30967E+00
    0.33000E+00    0.31211E+00
    0.31500E+00    0.31458E+00
    0.30000E+00    0.31708E+00
    0.28500E+00    0.31960E+00
    0.27000E+00    0.32214E+00
    0.25500E+00    0.32471E+00
    0.24000E+00    0.32731E+00
    0.22500E+00    0.32992E+00
    0.21000E+00    0.33257E+00
    0.19500E+00    0.33523E+00
    0.18000E+00    0.33792E+00
    0.16500E+00    0.34064E+00
    0.15000E+00    0.34337E+00
    0.13500E+00    0.34613E+00
    0.12000E+00    0.34891E+00
    0.10500E+00    0.35171E+00
    0.90000E-01    0.35454E+00
    0.75000E-01    0.35738E+00
    0.60000E-01    0.36024E+00
    0.45000E-01    0.36313E+00
    0.30000E-01    0.36603E+00
    0.15000E-01    0.36895E+00
    0.00000E+00    0.37189E+00
